Symbol,Name,Exchange,Last,Industry,SIC Description,Time
CRL,Charles River Laboratories Intl,NYSE,242.17,Medical Services,SIC-8731 Services-Commercial Physical & Biological Re,4/28/2022
GD,General Dynamics Corp,NYSE,241.2,Aerospace - Defense,SIC-3730 Ship & Boat Building & Repairing,4/28/2022
LH,Laboratory Corp of America Holdings,NYSE,240.66,Medical - Dental Suppliers,SIC-8071 Services-Medical Laboratories,4/28/2022
APD,Air Products and Chemicals,NYSE,240.48,Chemical - Diversified,SIC-2810 Industrial Inorganic Chemicals,4/28/2022
AVB,Avalonbay Communities,NYSE,239.5,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
UNP,Union Pacific Corp,NYSE,239.25,Transportation - Rail,"SIC-4011 Railroads, Line-Haul Operating",4/28/2022
LHX,L3Harris Technologies Inc,NYSE,239.09,Aerospace - Defense,"SIC-3812 Search, Detection, Navigation, Guidance, Aer",4/28/2022
CVCO,Cavco Inds Inc,NASDAQ,239.04,Building - Mobile Homes & RV,SIC-2451 Mobile Homes,4/28/2022
MUSA,Murphy USA Inc,NYSE,238.35,Oil - Refining and Marketing,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
AMGN,Amgen Inc,NASDAQ,238.13,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
PODD,Insulet Corp,NASDAQ,237.96,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
TGT,Target Corp,NYSE,236.39,Retail - Discount,SIC-5331 Retail-Variety Stores,4/28/2022
ESGR,Enstar Group Ltd,NASDAQ,235.19,Insurance - Multi Line,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
PXD,Pioneer Natural Resources Company,NYSE,234.98,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
GNRC,Generac Holdings Inc,NYSE,233.32,Electrical Power,SIC-3621 Motors & Generators,4/28/2022
STE,Steris Corp,NYSE,231.73,Medical Instruments,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances",4/28/2022
LFUS,Littelfuse Inc,NASDAQ,231.64,Electronics - Misc Components,SIC-3613 Switchgear & Switchboard Apparatus,4/28/2022
KNSL,Kinsale Capital Group Inc,NYSE,231,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
ADP,Automatic Data Procs,NASDAQ,229.68,Outsourcing,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
WTW,Willis Towers Watson Public Ltd CO,NASDAQ,228.9,Insurance - Brokers,"SIC-6411 Insurance Agents, Brokers & Service",4/28/2022
HSY,Hershey Foods Corp,NYSE,227.98,Food - Confectionery,SIC-2060 Sugar & Confectionery Products,4/28/2022
CME,CME Group Inc,NASDAQ,225.72,Securities Exchanges,"SIC-6200 Security & Commodity Brokers, Dealers, Excha",4/28/2022
JLL,Jones Lang Lasalle Inc,NYSE,225.25,Real Estate Operations,SIC-6531 Real Estate Agents & Managers (For Others),4/28/2022
ICLR,Icon Plc,NASDAQ,225.05,Medical Services,SIC-8731 Services-Commercial Physical & Biological Re,4/28/2022
MSI,Motorola Solutions,NYSE,223.16,Wireless Equipment,SIC-3663 Radio & Tv Broadcasting & Communications Equ,4/28/2022
LII,Lennox International,NYSE,222.99,Building Prdcts - Air Heating,SIC-3585 Air-Cond & Warm Air Heatg Equip & Comm & Ind,4/28/2022
ASR,Grupo Aeroportuario Del Sureste ADR,NYSE,221,Transportation - Services,"SIC-4581 Airports, Flying Fields & Airport Terminal S",4/28/2022
V,Visa Inc,NYSE,220.66,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
NDSN,Nordson Corp,NASDAQ,220.64,Machinery - General Industrial,"SIC-3569 General Industrial Machinery & Equipment, NE",4/28/2022
SNA,Snap-On Inc,NYSE,220.24,Tools - Hand Held,"SIC-3420 Cutlery, Handtools & General Hardware",4/28/2022
HELE,Helen of Troy Ltd,NASDAQ,219.86,Cosmetics & Toiletries,SIC-3634 Electric Housewares & Fans,4/28/2022
GLOB,Globant S.A.,NYSE,219.58,Internet Software Services,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
IQV,Iqvia Holdings Inc,NYSE,219.4,Technology Services,SIC-8731 Services-Commercial Physical & Biological Re,4/28/2022
HCA,Hca Holdings Inc,NYSE,218.94,Medical - Hospitals,SIC-8062 Services-General Medical & Surgical Hospital,4/28/2022
ESLT,Elbit Systems Ltd,NASDAQ,218.47,Aerospace - Defense Equipment,"SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC",4/28/2022
HII,Huntington Ingalls Industries,NYSE,218.08,Aerospace - Defense,SIC-3730 Ship & Boat Building & Repairing,4/28/2022
ICUI,I C U Medical Inc,NASDAQ,217.5,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
MLAB,Mesa Labs Inc,NASDAQ,217.08,Medical Instruments,"SIC-3823 Industrial Instruments For Measurement, Disp",4/28/2022
WDAY,Workday Inc,NASDAQ,215.46,Internet - Software,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
RACE,Ferrari N.V.,NYSE,214.04,Auto - Truck Original Parts,SIC-3711 Motor Vehicles & Passenger Car Bodies,4/28/2022
ZS,Zscaler Inc,NASDAQ,213.59,Internet - Services,SIC-7371 Services-Computer Programming Services,4/28/2022
BURL,Burlington Stores Inc,NYSE,213.54,Retail - Discount,SIC-5311 Retail-Department Stores,4/28/2022
RMD,Resmed Inc,NYSE,213.51,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
SAIA,Saia Inc,NASDAQ,212.72,Transportation - Truck,SIC-4213 Trucking (No Local),4/28/2022
VRSK,Verisk Analytics Inc,NASDAQ,212.69,Business Information,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
CAT,Caterpillar Inc,NYSE,212.44,Machinery - Construct & Mining,SIC-3531 Construction Machinery & Equip,4/28/2022
INSP,Inspire Medical Systems Inc,NYSE,211.29,Medical Information Systems,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
CB,Chubb Ltd,NYSE,211.17,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
BIIB,Biogen Inc,NASDAQ,210.41,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
CHDN,Churchill Downs IN,NASDAQ,209.88,Gaming,"SIC-7948 Services-Racing, Including Track Operation",4/28/2022
AAP,Advance Auto Parts Inc,NYSE,209.39,Retail - Wholesale Auto Parts,SIC-5531 Retail-Auto & Home Supply Stores,4/28/2022
WINA,Winmark Corp,NASDAQ,208.69,Retail - Misc & Diversified,SIC-5900 Retail-Miscellaneous Retail,4/28/2022
NICE,Nice Ltd ADR,NASDAQ,208.61,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
TSCO,Tractor Supply Company,NASDAQ,208.48,Retail - Misc & Diversified,"SIC-5200 Retail-Building Materials, Hardware, Garden",4/28/2022
VRSN,Verisign Inc,NASDAQ,208.42,Internet Software Services,SIC-7371 Services-Computer Programming Services,4/28/2022
EXR,Extra Space Storage Inc,NYSE,208.04,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
CRWD,Crowdstrike Holdings Inc,NASDAQ,207.06,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
FDX,Fedex Corp,NYSE,206.85,Transportation - Air Freight,SIC-4513 Air Courier Services,4/28/2022
CASY,Casey's General Stor,NASDAQ,206.73,Retail - Convenience Stores,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
EFX,Equifax Inc,NYSE,206.33,Financial Transaction Services,"SIC-7320 Services-Consumer Credit Reporting, Collecti",4/28/2022
MAA,Mid-America Apartment Communities,NYSE,206.13,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
EGP,Eastgroup Properties,NYSE,205.76,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
FB,Meta Platforms Inc,NASDAQ,205.73,Internet - Software,"SIC-7370 Services-Computer Programming, Data Processi",4/28/2022
LOW,Lowe's Companies,NYSE,205.14,Building Prds Retail - Wsale,SIC-5211 Retail-Lumber & Other Building Materials Dea,4/28/2022
HUBB,Hubbell Inc B,NYSE,203.71,Machinery - Elect Utilities,SIC-3670 Electronic Components & Accessories,4/28/2022
ITW,Illinois Tool Works Inc,NYSE,202.72,Machinery - General Industrial,SIC-3560 General Industrial Machinery & Equipment,4/28/2022
NWLI,Natl Wstrn Life Gp A,NASDAQ,202.5,Insurance - Life,SIC-6311 Life Insurance,4/28/2022
DEO,Diageo Plc ADR,NYSE,201.65,Beverages - Alcohol,SIC-2080 Beverages,4/28/2022
NFLX,Netflix Inc,NASDAQ,199.52,Broadcast - Radio & TV,SIC-7841 Services-Video Tape Rental,4/28/2022
RS,Reliance Steel & Aluminum Company,NYSE,199.13,Metal Products - Distribution,SIC-5051 Wholesale-Metals Service Centers & offices,4/28/2022
NVDA,Nvidia Corp,NASDAQ,197.82,Semi General,SIC-3674 Semiconductors & Related Devices,4/28/2022
PCTY,Paylocity Holdings Corp,NASDAQ,197.03,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
IEX,Idex Corp,NYSE,195.94,Machinery - General Industrial,SIC-3561 Pumps & Pumping Equipment,4/28/2022
ADSK,Autodesk Inc,NASDAQ,195.84,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
ALB,Albemarle Corp,NYSE,195.26,Chemical - Diversified,"SIC-2821 Plastic Materials, Synth Resins & Nonvulcan",4/28/2022
JKHY,Jack Henry & Assoc,NASDAQ,194.63,Electronic Misc Services,SIC-7373 Services-Computer Integrated Systems Design,4/28/2022
CMI,Cummins Inc,NYSE,194.48,Engines - Internal Combustion,SIC-3510 Engines & Turbines,4/28/2022
LPLA,Lpl Financial Holdings,NASDAQ,193.23,Finance - Investment Brokers,"SIC-6200 Security & Commodity Brokers, Dealers, Excha",4/28/2022
CCI,Crown Castle International Corp,NYSE,192.07,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
WRLD,World Acceptance Cp,NASDAQ,191.7,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions,4/28/2022
SAFM,Sanderson Farms IN,NASDAQ,191.41,Food - Meat Products,SIC-2015 Poultry Slaughtering and Processing,4/28/2022
ARE,Alexandria Real Estate Equities,NYSE,190.44,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
UPS,United Parcel Service,NYSE,190.16,Transportation - Air Freight,SIC-4210 Trucking & Courier Services (No Air),4/28/2022
ITIC,Investors Title Company,NASDAQ,189.95,Insurance - Proprty & Casualty,SIC-6361 Title Insurance,4/28/2022
HON,Honeywell International Inc,NASDAQ,189.92,Conglomerates - Div Operations,SIC-3724 Aircraft Engines & Engine Parts,4/28/2022
KAI,Kadant Inc,NYSE,188.74,Machinery - General Industrial,SIC-3550 Special Industry Machinery (No Metalworking,4/28/2022
ANAT,Amer Natl Insurance,NASDAQ,188.67,Insurance - Multi Line,SIC-6311 Life Insurance,4/28/2022
PSB,Business Parks,NYSE,188.46,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
WDFC,W D 40 Company,NASDAQ,187.44,Consumer Prdts - Misc Staple,SIC-2890 Miscellaneous Chemical Products,4/28/2022
AIZ,Assurant Inc,NYSE,186.22,Insurance - Multi Line,"SIC-6399 Insurance Carriers, NEC",4/28/2022
BLD,Topbuild Corp,NYSE,186.01,Building & Construction - Misc,SIC-1700 Construction - Special Trade Contractors,4/28/2022
CRM,Salesforce Inc,NYSE,185.74,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
SNOW,Snowflake Inc Cl A,NYSE,185.71,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
WHR,Whirlpool Corp,NYSE,185.28,Appliances - Household,SIC-3630 Household Appliances,4/28/2022
VEEV,Veeva Systems Inc,NYSE,185,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
MAR,Marriot Int Cl A,NASDAQ,184.56,Hotels & Motels,SIC-7011 Hotels & Motels,4/28/2022
AVY,Avery Dennison Corp,NYSE,183.57,Office Supply & Forms,SIC-2670 Converted Paper & Paperboard Prods (No Conta,4/28/2022
JNJ,Johnson & Johnson,NYSE,183.46,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations,4/28/2022
EXPE,Expedia Group Inc,NASDAQ,183.4,Internet Commerce,SIC-4700 Transportation Services,4/28/2022
SUI,Sun Communities,NYSE,183.33,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
BILL,Bill.com Holdings Inc,NYSE,182.7,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
AXP,American Express Company,NYSE,181.98,Finance - Misc Services,SIC-6199 Finance Services,4/28/2022
ZTS,Zoetis Inc Cl A,NYSE,181.31,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
CCMP,Cabot Microelectron,NASDAQ,180.76,Electronics Products - Misc,SIC-3674 Semiconductors & Related Devices,4/28/2022
UTHR,United Therapeutic,NASDAQ,179.34,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
AJG,Arthur J. Gallagher & Company,NYSE,179.33,Insurance - Brokers,"SIC-6411 Insurance Agents, Brokers & Service",4/28/2022
MED,Medifast Inc,NYSE,178.53,Food - Misc & Diversified,SIC-2090 Miscellaneous Food Preparations & Kindred Pr,4/28/2022
AYI,Acuity Brands Inc,NYSE,177.95,Building Products - Ltg FX,SIC-3640 Electric Lighting & Wiring Equipment,4/28/2022
GPI,Group 1 Automotive,NYSE,177.94,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
VMC,Vulcan Materials Company,NYSE,177.88,Building - CMT & CNT & AG,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (,4/28/2022
PEP,Pepsico Inc,NASDAQ,177.5,Beverages - Soft,SIC-2080 Beverages,4/28/2022
NXPI,Nxp Semiconductors,NASDAQ,177.25,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices,4/28/2022
SITM,Sitime Corp,NASDAQ,176.74,Electronics Products - Misc,SIC-3674 Semiconductors & Related Devices,4/28/2022
FFIV,F5 Inc,NASDAQ,175.91,Internet - Software,SIC-3576 Computer Communications Equipment,4/28/2022
TXN,Texas Instruments,NASDAQ,175.85,Semi General,SIC-3674 Semiconductors & Related Devices,4/28/2022
ECL,Ecolab Inc,NYSE,175.31,Chemical - Specialty,"SIC-2840 Soap, Detergents, Cleaning Preparations, Per",4/28/2022
PEN,Penumbra Inc,NYSE,175.07,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
UNF,Unifirst Corp,NYSE,174.81,Uniform & Related,SIC-7200 Services-Personal Services,4/28/2022
JBHT,J B Hunt Transport,NASDAQ,174.59,Transportation - Truck,SIC-4213 Trucking (No Local),4/28/2022
TRV,The Travelers Companies Inc,NYSE,174.5,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
ABG,Asbury Automotive Group Inc,NYSE,173.77,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
ROLL,RBC Bearings Incorp,NASDAQ,173.68,Machinery - General Industrial,SIC-3562 Ball & Roller Bearings,4/28/2022
PLD,Prologis Inc,NYSE,173.01,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
TM,Toyota Motor Corp Ltd Ord ADR,NYSE,172.97,Auto - Foreign,SIC-3711 Motor Vehicles & Passenger Car Bodies,4/28/2022
DHIL,Diamond Hill Inv,NASDAQ,172.8,Finance - Investment Brokers,SIC-6282 Investment Advice,4/28/2022
MMC,Marsh & Mclennan Companies,NYSE,171.71,Insurance - Brokers,"SIC-6411 Insurance Agents, Brokers & Service",4/28/2022
MTB,M&T Bank Corp,NYSE,171.31,Banks - Major Regional,SIC-6022 State Commercial Banks,4/28/2022
PNC,PNC Bank,NYSE,171.08,Banks - Major Regional,SIC-6021 National Commercial Banks,4/28/2022
WM,Waste Management,NYSE,169.65,Waste Removal Svcs,SIC-4953 Refuse Systems,4/28/2022
ARCH,Arch Resources Inc,NYSE,169.05,Coal,SIC-1221 Bituminous Coal & Lignite Mining,4/28/2022
CDW,CDW Corp,NASDAQ,168.64,IT Services,SIC-5961 Retail-Catalog & Mail-Order Houses,4/28/2022
ERIE,Erie Indemnity Company,NASDAQ,168.62,Insurance - Brokers,"SIC-6411 Insurance Agents, Brokers & Service",4/28/2022
DLTR,Dollar Tree Inc,NASDAQ,167.11,Retail - Discount,SIC-5331 Retail-Variety Stores,4/28/2022
FIVE,Five Below Inc,NASDAQ,167.07,Retail - Misc & Diversified,SIC-5331 Retail-Variety Stores,4/28/2022
LHCG,LHC Group Inc,NASDAQ,166.94,Medical Services,SIC-8082 Services-Home Health Care Services,4/28/2022
MSGS,Madison Square Garden Sports Corp,NYSE,166.03,Leisure & Recreation Services,SIC-7990 Services-Miscellaneous Amusement & Recreatio,4/28/2022
WEX,Wex Inc,NYSE,165.89,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
SRE,Sempra,NYSE,165.5,Utility - Gas Distribution,SIC-4932 Gas & Other Services Combined,4/28/2022
ENPH,Enphase Energy Inc,NASDAQ,164.47,Solar,SIC-3674 Semiconductors & Related Devices,4/28/2022
AAPL,Apple Inc,NASDAQ,163.64,Computer - Mini,SIC-3571 Electronic Computers,4/28/2022
KWR,Quaker Chemical Corp,NYSE,163.62,Chemical - Specialty,SIC-2990 Miscellaneous Products of Petroleum & Coal,4/28/2022
PG,Procter & Gamble Company,NYSE,163.41,Soap and Cleaning Products,"SIC-2840 Soap, Detergents, Cleaning Preparations, Per",4/28/2022
PKG,Packaging Corp of America,NYSE,162.85,Containers - Paper Products,SIC-2650 Paperboard Containers & Boxes,4/28/2022
NDAQ,Nasdaq Inc,NASDAQ,162.55,Securities Exchanges,"SIC-6200 Security & Commodity Brokers, Dealers, Excha",4/28/2022
NXST,Nexstar Media Group Inc,NASDAQ,162.18,Broadcast - Radio & TV,SIC-4833 Television Broadcasting Stations,4/28/2022
CPT,Camden Property Trust,NYSE,162.15,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
AZPN,Aspen Technology,NASDAQ,162.12,Computer - Software,SIC-7371 Services-Computer Programming Services,4/28/2022
CVX,Chevron Corp,NYSE,161.79,Oil - International Integrated,SIC-2911 Petroleum Refining,4/28/2022
CNXC,Concentrix Corp,NASDAQ,161.55,Business Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
HLT,Hilton Inc,NYSE,161.22,Hotels & Motels,SIC-7011 Hotels & Motels,4/28/2022
JAZZ,Jazz Pharma Plc,NASDAQ,161.19,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
AWK,American Water Works,NYSE,160.68,Utility - Water Supply,SIC-4941 Water Supply,4/28/2022
NUE,Nucor Corp,NYSE,160.65,Steel - Producers,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills",4/28/2022
CYBR,Cyberark Soft Ord,NASDAQ,160.57,Security,SIC-7372 Services-Prepackaged Software,4/28/2022
ADI,Analog Devices,NASDAQ,160.45,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices,4/28/2022
ALGT,Allegiant Travel Com,NASDAQ,160.33,Transportation - Airline,"SIC-4512 Air Transportation, Scheduled",4/28/2022
SWAV,Shockwave Medical Inc,NASDAQ,160.27,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
CRVL,Corvel Cp,NASDAQ,160.01,Business Services,"SIC-6411 Insurance Agents, Brokers & Service",4/28/2022
ABNB,Airbnb Inc Cl A,NASDAQ,159.74,Internet - Content,SIC-7340 Services-To Dwellings & Other Buildings,4/28/2022
CDNS,Cadence Design Sys,NASDAQ,159.01,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
PAC,Grupo Aeroportuario Del Pacifico ADR,NYSE,158.82,Transportation - Services,"SIC-4581 Airports, Flying Fields & Airport Terminal S",4/28/2022
BGNE,Beigene Ltd ADR,NASDAQ,158.45,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
NBR,Nabors Industries,NYSE,158.19,Oil & Gas - Drilling,SIC-1381 Drilling Oil & Gas Wells,4/28/2022
ABC,Amerisourcebergen Corp,NYSE,157.75,Medical - Dental Suppliers,"SIC-5122 Wholesale-Drugs, Proprietaries & Druggists",4/28/2022
AMR,Alpha Metallurgical Resources Inc,NYSE,157.74,Mining - Misc,SIC-1221 Bituminous Coal & Lignite Mining,4/28/2022
LANC,Lancaster Colony Cor,NASDAQ,157.49,Food - Misc & Diversified,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food",4/28/2022
LSTR,Landstar System,NASDAQ,157.26,Transportation - Truck,SIC-4213 Trucking (No Local),4/28/2022
MIDD,Middleby Corp,NASDAQ,156.89,Machinery - General Industrial,SIC-3580 Refrigeration & Service Industry Machinery,4/28/2022
ABBV,Abbvie Inc,NYSE,156.31,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations,4/28/2022
WMT,Walmart Inc,NYSE,156.21,Retail - Supermarket,SIC-5331 Retail-Variety Stores,4/28/2022
FCN,Fti Consulting,NYSE,155.56,Consulting,SIC-8742 Services-Management Consulting Services,4/28/2022
GTLS,Chart Industries IN,NYSE,155.33,Machinery - General Industrial,SIC-3443 Fabricated Plate Work (Boiler Shops),4/28/2022
SYNA,Synaptics Inc,NASDAQ,155.29,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices,4/28/2022
UAN,Cvr Partners LP,NYSE,155.29,Fertilizers,SIC-2870 Agricultural Chemicals,4/28/2022
BA,Boeing Company,NYSE,154.22,Aerospace - Defense,SIC-3721 Aircraft,4/28/2022
VAC,Marriot Vacations Worldwide Cor,NYSE,153.93,Hotels & Motels,SIC-6531 Real Estate Agents & Managers (For Others),4/28/2022
FRC,First Republic Bank,NYSE,153.67,Banks - West,"SIC-6029 Commercial Banks, NEC",4/28/2022
RGEN,Repligen Cp,NASDAQ,153.64,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
FNV,Franco Nev Corp,NYSE,153.09,Mining - Gold,SIC-1040 Gold and Silver Ores,4/28/2022
JJSF,J J Snack Foods,NASDAQ,152.39,Food - Misc & Diversified,SIC-2052 Cookies & Crackers,4/28/2022
DLR,Digital Realty Trust,NYSE,151.5,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
THG,The Hanover Insurance Group,NYSE,150.91,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
IIPR,Innovative Industrial Properties,NYSE,150.78,REIT - Equity Trust Other,SIC-6500 Real Estate,4/28/2022
BR,Broadridge Financial Solutions Llc,NYSE,150.22,Outsourcing,"SIC-7389 Services-Business Services, NEC",4/28/2022
CW,Curtiss-Wright Corp,NYSE,148.84,Aerospace - Defense Equipment,SIC-3590 Misc Industrial & Commercial Machinery & Equ,4/28/2022
CLX,Clorox Company,NYSE,148.34,Soap and Cleaning Products,"SIC-2842 Specialty Cleaning, Polishing and Sanitation",4/28/2022
QCOM,Qualcomm Inc,NASDAQ,148.19,Wireless Equipment,SIC-3663 Radio & Tv Broadcasting & Communications Equ,4/28/2022
RNR,Renaissancere Holdings Ltd,NYSE,147.92,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
ETN,Eaton Corp,NYSE,147.88,Machinery - Electrical,SIC-3590 Misc Industrial & Commercial Machinery & Equ,4/28/2022
MMM,3M Company,NYSE,147.14,Conglomerates - Div Operations,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
PKI,Perkinelmer,NYSE,146.41,Industrial Scientific,SIC-3826 Laboratory Analytical Instruments,4/28/2022
TT,Trane Technologies Plc,NYSE,145.67,Technology Services,SIC-3822 Auto Controls For Regulating Residential & C,4/28/2022
CHH,Choice Hotels International,NYSE,145.33,Hotels & Motels,SIC-7011 Hotels & Motels,4/28/2022
KEYS,Keysight Technologies Inc Comm,NYSE,145.18,Electronics - Measuring Inst,"SIC-3823 Industrial Instruments For Measurement, Disp",4/28/2022
SITE,Siteone Landscape Supply,NYSE,145,Industrial Services,SIC-5040 Wholesale-Professional & Commercial Equipmen,4/28/2022
HEI,Heico Corp,NYSE,144.22,Aerospace - Defense Equipment,SIC-3724 Aircraft Engines & Engine Parts,4/28/2022
GPN,Global Payments Inc,NYSE,143.89,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
VRTV,Veritiv Corp,NYSE,143.81,Paper & Related Products,SIC-5110 Wholesale-Paper & Paper Products,4/28/2022
TTEK,Tetra Tech Inc,NASDAQ,143.63,Pollution Controls,SIC-8711 Services-Engineering Services,4/28/2022
BNTX,Biontech Se ADR,NASDAQ,143.4,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
MNDY,Monday.com Ltd,NASDAQ,143.38,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
EXLS,Exlservice Holdings,NASDAQ,143.36,Outsourcing,"SIC-7389 Services-Business Services, NEC",4/28/2022
ALNY,Alnylam Pharmaceuticals,NASDAQ,143.16,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
CE,Celanese Corp,NYSE,142.93,Chemical - Specialty,"SIC-2820 Plastic Material, Synth Resin/Rubber, Cellul",4/28/2022
AFG,American Financial Group,NYSE,142.65,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
MRNA,Moderna Inc,NASDAQ,142.52,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
J,Jacobs Engineering Group Inc,NYSE,142.11,Engineering & R&D Services,SIC-1600 Heavy Construction Other Than Bldg Const - C,4/28/2022
LSI,Life Storage,NYSE,142.06,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
KMB,Kimberly-Clark Corp,NYSE,141.99,Consumer Prdts - Misc Staple,SIC-2670 Converted Paper & Paperboard Prods (No Conta,4/28/2022
WCN,Waste Connections Inc,NYSE,141.41,Waste Removal Svcs,SIC-4953 Refuse Systems,4/28/2022
SJM,J.M. Smucker Company,NYSE,141.03,Food - Misc & Diversified,"SIC-2033 Canned, Fruits, Veg, Preserves, Jams & Jelli",4/28/2022
QLYS,Qualys Inc,NASDAQ,140.52,Security,SIC-7372 Services-Prepackaged Software,4/28/2022
DOV,Dover Corp,NYSE,139.49,Machinery - General Industrial,"SIC-3530 Construction, Mining & Materials Handling Ma",4/28/2022
BH,Biglari Holdings Inc,NYSE,139.04,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
BAP,Credicorp Ltd,NYSE,138.89,Banks - Foreign,"SIC-6029 Commercial Banks, NEC",4/28/2022
WSM,Williams-Sonoma,NYSE,138.26,Retail - Home Furniture,"SIC-5700 Retail-Home Furniture, Furnishings & Equipme",4/28/2022
SLAB,Silicon Labs Inc,NASDAQ,138.12,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices,4/28/2022
RSG,Republic Services,NYSE,138.11,Waste Removal Svcs,SIC-4953 Refuse Systems,4/28/2022
CFR,Cullen/Frost Bankers,NYSE,137.32,Banks - Southwest,SIC-6021 National Commercial Banks,4/28/2022
LNN,Lindsay Corp,NYSE,136.87,Machinery - Farm,SIC-3523 Farm Machinery & Equipment,4/28/2022
