Symbol,Name,Exchange,Last,Industry,SIC Description,Time
OAS,Oasis Petroleum Inc,NASDAQ,136.64,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
CNMD,C O N M E D Cp,NYSE,136.4,Medical - Dental Suppliers,SIC-3845 Electromedical & Electrotherapeutic Apparatu,4/28/2022
CINF,Cincinnati Financial,NASDAQ,136,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
LECO,Lincoln Elec Holdings,NASDAQ,135.85,Machinery - Tools & Related,SIC-3540 Metalworking Machinery & Equipment,4/28/2022
DGX,Quest Diagnostics Inc,NYSE,135.83,Medical - Outpatient & Hm Care,SIC-8071 Services-Medical Laboratories,4/28/2022
IBM,International Business Machines,NYSE,135.74,Computer - Integrated Systems,SIC-3570 Computer & Office Equipment,4/28/2022
DTE,Dte Energy Company,NYSE,135.52,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
FMC,FMC Corp,NYSE,134.7,Chemical - Diversified,SIC-2800 Chemicals & Allied Products,4/28/2022
DRI,Darden Restaurants,NYSE,133.9,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
GPC,Genuine Parts Company,NYSE,133.19,Auto - Truck Replacement Parts,SIC-5013 Wholesale-Motor Vehicle Supplies & New Parts,4/28/2022
PRI,Primerica Inc,NYSE,132.8,Insurance - Life,SIC-6311 Life Insurance,4/28/2022
MANH,Manhattan Assoc,NASDAQ,132.41,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
PAYX,Paychex Inc,NASDAQ,132.4,Outsourcing,"SIC-8700 Services-Engineering, Accounting, Research,",4/28/2022
TMUS,T-Mobile US,NASDAQ,132.29,Wireless National,SIC-4812 Radiotelephone Communications,4/28/2022
OLED,Universal Display,NASDAQ,132.03,Electronics - Misc Components,SIC-3670 Electronic Components & Accessories,4/28/2022
AMED,Amedisys Inc,NASDAQ,131.89,Medical - Outpatient & Hm Care,SIC-8082 Services-Home Health Care Services,4/28/2022
MEDP,Medpace Holdings Inc,NASDAQ,131.86,Medical Services,SIC-8731 Services-Commercial Physical & Biological Re,4/28/2022
OKTA,Okta Inc Cl A,NASDAQ,131.7,Internet Software Services,SIC-7372 Services-Prepackaged Software,4/28/2022
WTS,Watts Water Technologies,NYSE,131.69,Industrial Controls,SIC-3490 Miscellaneous Fabricated Metal Products,4/28/2022
RGLD,Royal Gold Inc,NASDAQ,131.36,Mining - Gold,SIC-6795 Mineral Royalty Traders,4/28/2022
PPG,PPG Industries,NYSE,130.85,Chemical - Diversified,"SIC-2851 Paints, Varnishes, Lacquers, Enamels & Allie",4/28/2022
MHK,Mohawk Industries,NYSE,130.78,Textile - Home Furnishings,SIC-2273 Carpets & Rugs,4/28/2022
ALL,Allstate Corp,NYSE,130.34,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
LEA,Lear Corp,NYSE,130.33,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
ALG,Alamo Group,NYSE,130.24,Machinery - Farm,SIC-3523 Farm Machinery & Equipment,4/28/2022
SGEN,Seagen Inc,NASDAQ,130.23,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
HRI,Herc Holdings Inc,NYSE,130.04,Transportation - Equip & Lease,SIC-7350 Services-Miscellaneous Equipment Rental & Le,4/28/2022
RRX,Regal Rexnord Corp,NYSE,130.01,Machinery - Electrical,SIC-3621 Motors & Generators,4/28/2022
NOVT,Novanta Inc,NASDAQ,129.78,Electronics - Misc Components,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen",4/28/2022
EEFT,Euronet Worldwide,NASDAQ,129.7,Finance - Misc Services,"SIC-6099 Functions Related To Depository Banking, NEC",4/28/2022
WLK,Westlake Corp,NYSE,129.64,Chemical - Plastics,SIC-2860 Industrial Organic Chemicals,4/28/2022
FANG,Diamondback Energy,NASDAQ,129.47,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
COF,Capital One Financial Corp,NYSE,129.38,Finance - Consumer Loans,SIC-6021 National Commercial Banks,4/28/2022
GME,Gamestop Corp,NYSE,129.31,Retail - Consumer Electronics,SIC-5734 Retail-Computer & Computer Software Stores,4/28/2022
CPK,Chesapeake Utilities Corp,NYSE,129,Utility - Gas Distribution,SIC-4923 Natural Gas Transmission & Distribution,4/28/2022
CHKP,Check Point Software,NASDAQ,128.83,Security,SIC-7372 Services-Prepackaged Software,4/28/2022
FSV,Firstsrvce Sub VT Sh,NASDAQ,128.62,Real Estate Operations,SIC-6500 Real Estate,4/28/2022
DDOG,Datadog Inc Cl A,NASDAQ,128.47,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
AME,Ametek Inc,NYSE,128.13,Electronic Test Equipment,"SIC-3823 Industrial Instruments For Measurement, Disp",4/28/2022
FERG,Ferguson Plc,NYSE,127.61,Machinery - General Industrial,"SIC-5200 Retail-Building Materials, Hardware, Garden",4/28/2022
BCPC,Balchem Cp,NASDAQ,127.59,Chemical - Specialty,SIC-2800 Chemicals & Allied Products,4/28/2022
AGCO,Agco Corp,NYSE,127.31,Machinery - Farm,SIC-3523 Farm Machinery & Equipment,4/28/2022
WCC,Wesco International,NYSE,127.25,Electronics - Parts Distrib,"SIC-5063 Wholesale-Electrical Apparatus & Equipment,",4/28/2022
SWK,Stanley Black & Decker Inc,NYSE,127.13,Machinery - Tools & Related,"SIC-3420 Cutlery, Handtools & General Hardware",4/28/2022
NKE,Nike Inc,NYSE,127.05,Shoes and Related Apparel,SIC-3021 Rubber & Plastics Footwear,4/28/2022
TEL,Te Connectivity Ltd,NYSE,126.96,Electronics - Misc Components,"SIC-5065 Wholesale-Electronic Parts & Equipment, NEC",4/28/2022
SPLK,Splunk Inc,NASDAQ,126.35,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
SI,Silvergate Capital Corp Cl A,NYSE,125.86,Banks - Southwest,SIC-6022 State Commercial Banks,4/28/2022
EXP,Eagle Materials Inc,NYSE,125.81,Building - CMT & CNT & AG,"SIC-3241 Cement, Hydraulic",4/28/2022
IFF,International Flavors & Fragrances,NYSE,125.17,Consumer Prdts - Misc Staple,SIC-2860 Industrial Organic Chemicals,4/28/2022
ZBH,Zimmer Biomet Holdings,NYSE,124.61,Medical Products,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances",4/28/2022
IRTC,Irhythm Technologies Inc,NASDAQ,124.49,Medical Information Systems,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
SPG,Simon Property Group,NYSE,124.41,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts,4/28/2022
UHS,Universal Health Services,NYSE,124.16,Medical - Hospitals,SIC-8062 Services-General Medical & Surgical Hospital,4/28/2022
BXP,Boston Properties,NYSE,123.53,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
EA,Electronic Arts Inc,NASDAQ,123.41,Toys & Game & Hobby,SIC-7372 Services-Prepackaged Software,4/28/2022
JPM,JP Morgan Chase & Company,NYSE,123.34,Banks - Major Regional,SIC-6021 National Commercial Banks,4/28/2022
TTWO,Take-Two Interactive,NASDAQ,123.23,Toys & Game & Hobby,SIC-7372 Services-Prepackaged Software,4/28/2022
WD,Walker & Dunlop,NYSE,123.13,Finance - Mortgage & Rel Svs,SIC-6199 Finance Services,4/28/2022
COIN,Coinbase Global Inc Cl A,NASDAQ,122.69,Securities Exchanges,SIC-6199 Finance Services,4/28/2022
ETR,Entergy Corp,NYSE,122.32,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
SPSC,Sps Commerce Inc,NASDAQ,121.98,Business Services,SIC-7372 Services-Prepackaged Software,4/28/2022
MSA,Msa Safety Inc,NYSE,121.7,Protection - Safety,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances",4/28/2022
FRT,Federal Realty Investment Trust,NYSE,121.49,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts,4/28/2022
CNI,Canadian National Railway,NYSE,121.16,Transportation - Rail,"SIC-4011 Railroads, Line-Haul Operating",4/28/2022
A,Agilent Technologies,NYSE,121.06,Electronic Test Equipment,SIC-3826 Laboratory Analytical Instruments,4/28/2022
ANET,Arista Networks Inc,NYSE,120.91,Communications Components,SIC-3576 Computer Communications Equipment,4/28/2022
ZEN,Zendesk Inc,NYSE,120.77,Internet - Software,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
BIDU,Baidu Inc ADR,NASDAQ,120.55,Internet - Services,"SIC-7370 Services-Computer Programming, Data Processi",4/28/2022
BFAM,Bright Horizons Family Solutions Inc,NYSE,120.46,Schools,SIC-8351 Services-Child Day Care Services,4/28/2022
NVEE,Nv5 Global,NASDAQ,120.32,Consulting,SIC-7380 Services-Miscellaneous Business Services,4/28/2022
PIPR,Piper Jaffray Companies,NYSE,119.58,Finance - Investment Brokers,"SIC-6211 Security Brokers, Dealers & Flotation Compan",4/28/2022
YUM,Yum! Brands,NYSE,119.52,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
ARW,Arrow Electronics,NYSE,119.35,Electronics - Parts Distrib,"SIC-5065 Wholesale-Electronic Parts & Equipment, NEC",4/28/2022
ICE,Intercontinental Exchange,NYSE,119.25,Securities Exchanges,"SIC-6200 Security & Commodity Brokers, Dealers, Excha",4/28/2022
ALLE,Allegion Plc,NYSE,119.2,Protection - Safety,"SIC-7381 Services-Detective, Guard & Armored Car Serv",4/28/2022
TWLO,Twilio,NYSE,118.92,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
LBRDK,Liberty Broadbd C,NASDAQ,118.9,Cable TV,SIC-4841 Cable & Other Pay Television Services,4/28/2022
JBT,John Bean Technologies Corp,NYSE,118.88,Machinery - Thermal Processing,SIC-3550 Special Industry Machinery (No Metalworking,4/28/2022
PWR,Quanta Services,NYSE,118.84,Engineering & R&D Services,SIC-1731 Electrical Work,4/28/2022
MKSI,Mks Instruments Inc,NASDAQ,118.51,Electrical - Manufacturing,"SIC-3823 Industrial Instruments For Measurement, Disp",4/28/2022
MASI,Masimo Corp,NASDAQ,118.26,Medical Instruments,SIC-3845 Electromedical & Electrotherapeutic Apparatu,4/28/2022
HEI.A,Heico Cp Cl A,NYSE,118.16,Aerospace - Defense Equipment,SIC-3724 Aircraft Engines & Engine Parts,4/28/2022
ABT,Abbott Laboratories,NYSE,118.01,Medical Products,SIC-2834 Pharmaceutical Preparations,4/28/2022
EOG,Eog Resources,NYSE,117.77,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
SWKS,Skyworks Solutions,NASDAQ,117.65,Semi Radio Frequency,SIC-3674 Semiconductors & Related Devices,4/28/2022
HSKA,Heska Corp,NASDAQ,117.26,Medical - Biomedical,SIC-2835 In Vitro & In Vivo Diagnostic Substances,4/28/2022
QRVO,Qorvo Inc,NASDAQ,117.08,Semi Radio Frequency,SIC-3674 Semiconductors & Related Devices,4/28/2022
ASGN,On Assignment,NYSE,116.99,IT Services,SIC-7363 Services-Help Supply Services,4/28/2022
BG,Bunge Ltd,NYSE,116.83,Agriculture Products,SIC-2070 Fats & Oils,4/28/2022
ATO,Atmos Energy Corp,NYSE,116.81,Utility - Gas Distribution,SIC-4924 Natural Gas Distribution,4/28/2022
CPRT,Copart Inc,NASDAQ,116.73,Auction Valuation Services,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
AN,Autonation Inc,NYSE,116.25,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
AXON,Axon Enterprise Inc,NASDAQ,116.06,Protection - Safety,"SIC-3480 Ordnance & Accessories, (No Vehicles/Guided",4/28/2022
CBRL,Cracker Barrel,NASDAQ,116.06,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
DFS,Discover Financial Services,NYSE,115.98,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions,4/28/2022
AKAM,Akamai Technologies,NASDAQ,115.83,Internet - Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
RLI,Rli Corp,NYSE,115.54,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
VLO,Valero Energy Corp,NYSE,115.53,Oil - Refining and Marketing,SIC-2911 Petroleum Refining,4/28/2022
DIS,Walt Disney Company,NYSE,115.29,Media Conglomerates,SIC-7990 Services-Miscellaneous Amusement & Recreatio,4/28/2022
KRTX,Karuna Therapeutics Inc,NASDAQ,115,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
ENTG,Entegris Inc,NASDAQ,114.95,Electrical - Manufacturing,"SIC-3089 Plastics Products, NEC",4/28/2022
AMAT,Applied Materials,NASDAQ,114.63,Semi-Eqpt Wafer Fabrication,SIC-3674 Semiconductors & Related Devices,4/28/2022
OFLX,Omega Flex Inc,NASDAQ,114.5,Steel - Pipe & Tube,"SIC-3430 Heating Equip, Except Elec & Warm Air; & Plu",4/28/2022
PTC,Ptc Inc,NASDAQ,114.39,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
LAMR,Lamar Advertis A,NASDAQ,114.14,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
CIGI,Colliers Intl Grp IN,NASDAQ,114,Real Estate Operations,SIC-6500 Real Estate,4/28/2022
DUK,Duke Energy Corp,NYSE,113.8,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
LBRDA,Liberty Broadbd A,NASDAQ,113.56,Cable TV,SIC-4841 Cable & Other Pay Television Services,4/28/2022
WWD,Woodward Inc,NASDAQ,113.5,Industrial Controls,SIC-3620 Electrical Industrial Apparatus,4/28/2022
USLM,U S Lime & Mineral,NASDAQ,112.7,Building - CMT & CNT & AG,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (,4/28/2022
PRU,Prudential Financial Inc,NYSE,112.12,Insurance - Multi Line,SIC-6311 Life Insurance,4/28/2022
ATR,Aptargroup,NYSE,112.1,Containers - Paper Products,"SIC-3089 Plastics Products, NEC",4/28/2022
CM,Canadian Imperial Bank of Commerce,NYSE,111.97,Banks - Foreign,"SIC-6029 Commercial Banks, NEC",4/28/2022
TER,Teradyne Inc,NASDAQ,111.68,Electronic Test Equipment,SIC-3825 Instruments For Meas & Testing of Electricit,4/28/2022
CCK,Crown Cork & Seal Company,NYSE,111.12,Containers - Metal & Glass,SIC-3411 Metal Cans,4/28/2022
VMW,Vmware Inc,NYSE,110.88,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
WIRE,Encore Wire Cp,NASDAQ,110.79,Wire & Cable Products,SIC-3350 Rolling Drawing & Extruding of Nonferrous Me,4/28/2022
RGA,Reinsurance Group of America Inc,NYSE,110.77,Insurance - Life,SIC-6311 Life Insurance,4/28/2022
EVR,Evercore Partners Inc,NYSE,110.75,Finance - Investment Brokers,SIC-6282 Investment Advice,4/28/2022
GRMN,Garmin Ltd,NYSE,110.64,Electronics Products - Misc,"SIC-3812 Search, Detection, Navigation, Guidance, Aer",4/28/2022
PGR,Progressive Corp,NYSE,110.42,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
CHRW,C.H. Robinson Ww,NASDAQ,110.34,Transportation - Services,SIC-4731 Arrangement of Transportation of Freight & C,4/28/2022
NVO,Novo Nordisk A/S ADR,NYSE,110.19,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations,4/28/2022
DVA,Davita Healthcare Partners Inc,NYSE,109.91,Medical - Outpatient & Hm Care,"SIC-8090 Services-Misc Health & Allied Services, NEC",4/28/2022
EW,Edwards Lifesciences Corp,NYSE,109.77,Medical Instruments,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances",4/28/2022
NSP,Insperity Inc,NYSE,109.63,Staffing,SIC-7363 Services-Help Supply Services,4/28/2022
BMO,Bank of Montreal,NYSE,109.19,Banks - Foreign,"SIC-6029 Commercial Banks, NEC",4/28/2022
IDA,Idacorp Inc,NYSE,108.89,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
BX,Blackstone Inc,NYSE,108.29,Finance - Misc Services,SIC-6282 Investment Advice,4/28/2022
ASH,Ashland Global Holdings Inc,NYSE,108.22,Chemical - Specialty,SIC-5160 Wholesale-Chemicals & Allied Products,4/28/2022
LYV,Live Nation Entertainment,NYSE,107.92,Leisure & Recreation Services,SIC-7900 Services-Amusement & Recreation Services,4/28/2022
APTV,Aptiv Plc,NYSE,107.84,Technology Services,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
MODV,Modivcare Inc,NASDAQ,107.56,Medical Services,SIC-4700 Transportation Services,4/28/2022
OMCL,Omnicell Inc,NASDAQ,107.4,Medical Information Systems,SIC-3571 Electronic Computers,4/28/2022
EMN,Eastman Chemical Company,NYSE,107.39,Chemical - Diversified,"SIC-2821 Plastic Materials, Synth Resins & Nonvulcan",4/28/2022
NTRS,Northern Trust Corp,NASDAQ,107.33,Banks - Major Regional,SIC-6022 State Commercial Banks,4/28/2022
CSWI,Csw Industrials Inc,NASDAQ,107.21,Chemical - Specialty,SIC-2891 Adhesives & Sealants,4/28/2022
MDT,Medtronic Inc,NYSE,107.15,Medical Products,SIC-3845 Electromedical & Electrotherapeutic Apparatu,4/28/2022
PAG,Penske Automotive Group,NYSE,106.92,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
RL,Ralph Lauren Corp,NYSE,106.76,Textile - Apparel,"SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli",4/28/2022
SSD,Simpson Manufacturing Company,NYSE,106.33,Building & Construction - Misc,"SIC-3420 Cutlery, Handtools & General Hardware",4/28/2022
CLH,Clean Harbors,NYSE,106.22,Waste Removal Svcs,SIC-4955 Hazardous Waste Management,4/28/2022
APPF,Appfolio Cl A,NASDAQ,106.16,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
LYB,Lyondellbasell Industries NV,NYSE,106.1,Chemical - Diversified,SIC-2860 Industrial Organic Chemicals,4/28/2022
GATX,GATX Corp,NYSE,105.93,Transportation - Equip & Lease,SIC-4700 Transportation Services,4/28/2022
DAVA,Endava Plc ADR,NYSE,105.84,IT Services,SIC-7371 Services-Computer Programming Services,4/28/2022
EME,Emcor Group,NYSE,105.39,Building - Heavy Construction,SIC-1731 Electrical Work,4/28/2022
AGM,Federal Agricultural Mortgage Corp,NYSE,105.38,Finance - Mortgage & Rel Svs,SIC-6111 Federal & Federally-Sponsored Credit Agencie,4/28/2022
WMS,Advanced Drainage Systems Inc,NYSE,105.31,Building & Construction - Misc,SIC-3086 Plastics Foam Products,4/28/2022
VC,Visteon Corp,NASDAQ,105.21,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
HES,Hess Corp,NYSE,105.15,Oil - US Integrated,SIC-2911 Petroleum Refining,4/28/2022
LDOS,Leidos Holdings Inc,NYSE,105.03,Aerospace - Defense,SIC-7373 Services-Computer Integrated Systems Design,4/28/2022
AIT,Applied Industrial Technologies,NYSE,104.98,Machinery - General Industrial,"SIC-5080 Wholesale-Machinery, Equipment & Supplies",4/28/2022
PRFT,Perficient Inc,NASDAQ,104.9,Computer - Services,SIC-7371 Services-Computer Programming Services,4/28/2022
FISV,Fiserv Inc,NASDAQ,104.74,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
SCL,Stepan Company,NYSE,104.71,Chemical - Diversified,"SIC-2840 Soap, Detergents, Cleaning Preparations, Per",4/28/2022
SQ,Block Inc,NYSE,104.64,Technology Services,SIC-7372 Services-Prepackaged Software,4/28/2022
ROST,Ross Stores Inc,NASDAQ,104.17,Retail - Discount,SIC-5651 Retail-Family Clothing Stores,4/28/2022
RJF,Raymond James Financial,NYSE,104.04,Finance - Investment Brokers,"SIC-6211 Security Brokers, Dealers & Flotation Compan",4/28/2022
USPH,U.S. Physical Therapy,NYSE,103.96,Medical - Outpatient & Hm Care,SIC-8000 Services-Health Services,4/28/2022
EXPO,Exponent Inc,NASDAQ,103.88,Consulting,SIC-8742 Services-Management Consulting Services,4/28/2022
FIS,Fidelity National Information Services,NYSE,103.79,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
MKC,Mccormick & Company,NYSE,103.73,Food - Misc & Diversified,SIC-2090 Miscellaneous Food Preparations & Kindred Pr,4/28/2022
FIVN,Five9 Inc,NASDAQ,103.04,Internet - Software,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
TRI,Thomson Reuters Corp,NYSE,102.93,Technology Services,SIC-2741 Miscellaneous Publishing,4/28/2022
HHC,Howard Hughes Corp,NYSE,102.9,Real Estate Developers,SIC-6798 Real Estate Investment Trusts,4/28/2022
WEC,Wisconsin Energy Corp,NYSE,102.78,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
RY,Royal Bank of Canada,NYSE,102.73,Banks - Foreign,"SIC-6029 Commercial Banks, NEC",4/28/2022
SAP,SAP Ag ADR,NYSE,102.71,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
SPOT,Spotify Technology S.A.,NYSE,102.68,Technology Services,SIC-4832 Radio Broadcasting Stations,4/28/2022
WK,Workiva Llc,NYSE,102.61,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
ZM,Zoom Video Communications Cl A,NASDAQ,102.56,Internet - Software,"SIC-7370 Services-Computer Programming, Data Processi",4/28/2022
AEP,American Electric Power Company,NASDAQ,102.43,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
PM,Philip Morris International Inc,NYSE,102.41,Tobacco,SIC-2111 Cigarettes,4/28/2022
EXPD,Expeditors Intl,NASDAQ,102.37,Transportation - Services,SIC-4731 Arrangement of Transportation of Freight & C,4/28/2022
HZNP,Horizon Therapeutics,NASDAQ,102.22,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
MKC.V,Mccormick & Co. Inc,NYSE,102.2,Food - Misc & Diversified,N/A,4/28/2022
SNX,Synnex Corp,NYSE,102.01,Business Software Services,SIC-5045 Wholesale-Computers & Peripheral Equipment &,4/28/2022
ETSY,Etsy Inc,NASDAQ,101.88,Internet - Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
RHI,Robert Half International Inc,NYSE,101.81,Staffing,SIC-7363 Services-Help Supply Services,4/28/2022
GL,Globe Life Inc,NYSE,101.79,Finance - Misc Services,SIC-6311 Life Insurance,4/28/2022
DKS,Dick's Sporting Goods Inc,NYSE,101.44,Retail - Misc & Diversified,SIC-5940 Retail-Miscellaneous Shopping Goods Stores,4/28/2022
SMG,Scotts Miracle-Gro Company,NYSE,101.35,Fertilizers,SIC-2870 Agricultural Chemicals,4/28/2022
NSIT,Insight Enterpr,NASDAQ,101.3,Retail - Mail Order,SIC-5961 Retail-Catalog & Mail-Order Houses,4/28/2022
NTR,Nutrien Ltd,NYSE,101.3,Fertilizers,SIC-2870 Agricultural Chemicals,4/28/2022
QDEL,Quidel Cp,NASDAQ,100.98,Medical Products,SIC-2835 In Vitro & In Vivo Diagnostic Substances,4/28/2022
CVS,CVS Corp,NYSE,100.85,Retail - Drug Stores,SIC-5912 Retail-Drug Stores and Proprietary Stores,4/28/2022
AMN,Amn Healthcare Services Inc,NYSE,100.75,Medical Services,SIC-7363 Services-Help Supply Services,4/28/2022
FN,Fabrinet,NYSE,100.73,Electronics - Misc Components,SIC-3661 Telephone & Telegraph Apparatus,4/28/2022
CTXS,Citrix Systems Inc,NASDAQ,100.71,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
CHD,Church & Dwight Company,NYSE,100.4,Soap and Cleaning Products,"SIC-2840 Soap, Detergents, Cleaning Preparations, Per",4/28/2022
LCII,Lci Industries,NYSE,100.29,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
KALU,Kaiser Aluminum,NASDAQ,100,Metal Production & Fabrication,SIC-3350 Rolling Drawing & Extruding of Nonferrous Me,4/28/2022
FORTY,Formula Sys [1985] ADR,NASDAQ,99.93,Computer - Services,SIC-7371 Services-Computer Programming Services,4/28/2022
NVMI,Nova Ltd,NASDAQ,99.76,Electronics - Semiconductors,SIC-3827 Optical Instruments & Lenses,4/28/2022
RPD,Rapid7 Inc,NASDAQ,99.64,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
ATKR,Atkore Inc,NYSE,98.72,Wire & Cable Products,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen",4/28/2022
CR,Crane Company,NYSE,98.72,Conglomerates - Div Operations,SIC-3490 Miscellaneous Fabricated Metal Products,4/28/2022
ICFI,Icf International,NASDAQ,98.59,Government Services,SIC-8742 Services-Management Consulting Services,4/28/2022
LOPE,Grand Canyon Educati,NASDAQ,98.55,Schools,SIC-8200 Services-Educational Services,4/28/2022
CF,Cf Industries Holdings,NYSE,98.54,Fertilizers,SIC-2870 Agricultural Chemicals,4/28/2022
ASND,Ascendis Pharma ADR,NASDAQ,98.5,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
FRPT,Freshpet Inc CS,NASDAQ,98.49,Food - Misc & Diversified,SIC-2040 Grain Mill Products,4/28/2022
TNDM,Tandem Diabetes Care,NASDAQ,98.43,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
DORM,Dorman Products Inc,NASDAQ,98.24,Auto - Truck Replacement Parts,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
H,Hyatt Hotels Corp,NYSE,98.13,Hotels & Motels,SIC-7011 Hotels & Motels,4/28/2022
RTX,Raytheon Technologies Corp,NYSE,98.08,Aerospace - Defense Equipment,SIC-3724 Aircraft Engines & Engine Parts,4/28/2022
CSR,Centerspace,NYSE,98.05,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
FWRD,Foward Air Corp,NASDAQ,98,Transportation - Truck,SIC-4731 Arrangement of Transportation of Freight & C,4/28/2022
WING,Wingstop Inc,NASDAQ,97.78,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
BHVN,Biohaven Pharmaceutical Holding Ltd,NYSE,97.74,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
PII,Polaris Industries Inc,NYSE,97.63,Auto - Domestic,SIC-3790 Miscellaneous Transportation Equipment,4/28/2022
RHP,Ryman Hospitality Properties REIT,NYSE,97.58,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
COP,Conocophillips,NYSE,97.55,Oil - US Integrated,SIC-2911 Petroleum Refining,4/28/2022
SXI,Standex International Corp,NYSE,96.78,Machinery - General Industrial,SIC-3580 Refrigeration & Service Industry Machinery,4/28/2022
GPOR,Gulfport Energy Corp,NYSE,96.75,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
LGIH,LGI Homes Inc,NASDAQ,96.46,Real Estate Developers,SIC-1531 Operative Builders,4/28/2022
WOLF,Wolfspeed Inc,NYSE,96.16,Semi Discretes,SIC-3674 Semiconductors & Related Devices,4/28/2022
IOSP,Innospec Inc,NASDAQ,96.09,Chemical - Diversified,SIC-2800 Chemicals & Allied Products,4/28/2022
TSN,Tyson Foods,NYSE,95.69,Food - Meat Products,SIC-2015 Poultry Slaughtering and Processing,4/28/2022
AEE,Ameren Corp,NYSE,95.45,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
ED,Consolidated Edison Company of New York,NYSE,95.44,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
