Symbol,Name,Exchange,Last,Industry,"SIC Description",Time,Trend,"20D Avg Vol","52W %/High","20D MA","50D MA","100D MA","Market Cap"
AMR,"Alpha Metallurgical Resources Inc",NYSE,150.59,"Mining - Misc","SIC-1221 Bituminous Coal & Lignite Mining","10:22 ET",Buy,577828,-9.17%,141.14,126.33,95.74,2869963000
ANAC,"Arctos Northstar Acquisition Corp Cl A",NYSE,9.83,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,80510,-3.63%,9.81,9.77,9.76,388590000
ANZU,"Anzu Special Acquisition Corp I Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,34220,-2.00%,9.8,9.76,9.75,520576000
APGB,"Apollo Strategic Growth Capital II Cl A",NYSE,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,105815,-1.21%,9.81,9.78,9.76,845250000
APSG,"Apollo Strategic Growth Capital Cl A",NYSE,9.97,"Transportation - Services",,"10:12 ET",Buy,1090631,-0.45%,9.97,9.93,9.91,1019989000
AR,"Antero Resources Corp",NYSE,35.31,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","10:34 ET",Buy,7395297,-5.30%,33.71,29.18,23.97,11050336000
ARKO,"Arko Corp",NASDAQ,9.46,"Consumer Prdts - Misc Staple","SIC-5412 Retail-Convenience Stores","10:23 ET",Buy,314814,-18.07%,9.31,8.91,8.66,1140757000
ARLP,"Alliance Resource Pt",NASDAQ,17.49,Coal,"SIC-1221 Bituminous Coal & Lignite Mining","10:31 ET",Buy,812055,-7.81%,16.53,15.35,14.16,2278062000
ARMK,"Aramark Holdings Corp",NYSE,36.19,"Food - Misc & Diversified","SIC-5812 Retail-Eating Places","10:33 ET",Buy,1401410,-9.36%,36.84,36.6,36.15,9308854000
ARRW,"Arrowroot Acquisition Corp Cl A",NASDAQ,9.79,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,68905,-0.20%,9.78,9.74,9.73,351755000
ASR,"Grupo Aeroportuario Del Sureste ADR",NYSE,220.05,"Transportation - Services","SIC-4581 Airports, Flying Fields & Airport Terminal S","10:22 ET",Buy,56598,-3.15%,210.17,208.68,206.71,6546600000
ASZ,"Austerlitz Acquisition Corp II Cl A",NYSE,9.81,Unclassified,"SIC-6770 Blank Checks","10:11 ET",Buy,318574,-1.01%,9.81,9.78,9.76,1932002000
ATRS,"Antares Pharma",NASDAQ,5.57,"Medical - Dental Suppliers","SIC-3841 Surgical & Medical Instruments & Apparatus","10:31 ET",Buy,11180768,-0.36%,4.99,4.29,3.86,950402000
AUS,"Austerlitz Acquisition Corp I Cl A",NYSE,9.82,"Leisure & Recreation Services","SIC-7990 Services-Miscellaneous Amusement & Recreatio","10:18 ET",Buy,195170,-3.54%,9.81,9.78,9.76,966982000
AVAN,"Avanti Acquisition Corp Cl A",NYSE,9.91,Unclassified,"SIC-6770 Blank Checks","09:52 ET",Buy,170960,-1.10%,9.9,9.87,9.85,742500000
AVD,"American Vanguard Corp",NYSE,21.32,"Chemical - Specialty",,"10:34 ET",Buy,290130,-11.79%,21.72,19.18,17.31,653406000
BCBP,"Bcb Bancorp Inc",NASDAQ,18.52,"Banks - Northeast","SIC-6035 Savings Institution, Federally Chartered","10:13 ET",Buy,74344,-11.20%,18.55,18.27,17.32,319997000
BCML,"Bay Commercial Bk CA",NASDAQ,22.52,"Banks - West","SIC-6022 State Commercial Banks","10:27 ET",Buy,77662,-4.38%,22.21,22.2,21.07,309965000
BCOR,"Blucora Inc",NASDAQ,20.62,"Technology Services","SIC-6199 Finance Services","10:30 ET",Buy,354659,-4.20%,20,19.62,18.35,973620000
BLU,"Bellus Health Inc",NASDAQ,8.3,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","10:33 ET",Buy,869735,-17.38%,8.17,7.06,6.99,857608000
BLUA,"Blueriver Acquisition Corp Cl A",NYSE,9.83,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,39670,-0.10%,9.81,9.78,9.77,320969000
BOAC,"Bluescape Opportunities Acquisition Cl A",NYSE,9.89,Unclassified,N/A,2022-05-02,Buy,97943,-1.49%,9.89,9.86,9.83,751027000
BOX,"Box Inc",NYSE,30.32,"Internet - Software","SIC-7372 Services-Prepackaged Software","10:26 ET",Buy,1947600,-8.41%,30.42,28.26,27.16,4391643000
BRX,"Brixmor Property Group Inc",NYSE,25.5,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts","10:34 ET",Buy,1905199,-6.71%,25.78,25.43,25.2,7559281000
BSM,"Black Stone Minerals LP",NYSE,15.95,"E&P MLP","SIC-1311 Crude Petroleum & Natural Gas","10:20 ET",Buy,802862,-1.96%,15.11,13.52,12.31,3312429000
BTWN,"Bridgetown Holdings Ltd Cl A",NASDAQ,9.8921,Unclassified,N/A,2022-05-02,Buy,205108,-10.66%,9.89,9.86,9.84,735559000
CAAP,"Corporacion America Airports Sa",NYSE,6.31,"Transportation - Airline","SIC-4581 Airports, Flying Fields & Airport Terminal S",2022-05-02,Buy,76600,-4.27%,6.42,5.96,5.82,1030529000
CALM,"Cal-Maine Foods IN",NASDAQ,54.34,"Agriculture Products",,"10:33 ET",Buy,860698,-10.21%,55.47,50.63,44.87,2629546000
CDK,"Cdk Global Inc",NASDAQ,54.39,"IT Services","SIC-7389 Services-Business Services, NEC","10:32 ET",Buy,3906933,-0.96%,53.63,49.62,45.87,6354217000
CDR,"Cedar Realty Trust Inc",NYSE,28.43,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:32 ET",Buy,241566,-0.86%,28.29,27.41,25.48,387018000
CDRE,"Cadre Holdings Inc",NYSE,24.89,"Protection - Safety",N/A,"10:04 ET",Buy,33355,-7.47%,24.37,23.74,22.76,872640000
CEIX,"Consol Energy Inc",NYSE,45.44,Coal,"SIC-1220 Bituminous","10:20 ET",Buy,813206,-9.70%,43.39,37.69,30.9,1655405000
CELU,"Celularity Inc",NASDAQ,12.22,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","10:34 ET",Buy,297187,-11.12%,10.84,8.85,6.83,1609958000
CERN,"Cerner Corp",NASDAQ,93.67,"Medical Information Systems","SIC-7373 Services-Computer Integrated Systems Design","10:26 ET",Buy,2190671,-0.40%,93.46,93.37,91.58,27527162000
CFFE,"Cf Acquisition Corp ViII Cl A",NASDAQ,10.1,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,33915,-11.34%,10.08,10.05,10.01,321079000
CHAA,"Catcha Investment Corp Cl A",NYSE,9.82,Unclassified,"SIC-6770 Blank Checks","09:31 ET",Buy,54180,-0.81%,9.8,9.76,9.75,372237000
CHEF,"The Chefs Warehouse",NASDAQ,36.63,"Food - Misc & Diversified",,"10:22 ET",Buy,274116,-4.03%,34.36,32.38,32.13,1400170000
CHNG,"Change Healthcare Inc",NASDAQ,23.56,"Medical Information Systems","SIC-7374 Services-Computer Processing & Data Preparat","10:34 ET",Buy,3372600,-2.00%,23.57,22.28,21.38,7349755000
CHRW,"C.H. Robinson Ww",NASDAQ,109.37,"Transportation - Services","SIC-4731 Arrangement of Transportation of Freight & C","10:34 ET",Buy,1300340,-3.53%,103.13,102.81,102.26,13655135000
CLAS,"Class Acceleration Corp Cl A",NYSE,9.81,Unclassified,"SIC-6770 Blank Checks","09:38 ET",Buy,49965,-0.41%,9.81,9.78,9.76,317295000
CLDT,"Chatham Lodging Trust REIT",NYSE,14.15,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:23 ET",Buy,271294,-5.75%,13.84,13.8,13.69,700826000
CLRM,"Clarim Acquisition Corp Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,35745,-0.51%,9.8,9.78,9.77,352473000
CNR,"Cornerstone Building Brands Inc",NYSE,24.35,"Building - CMT & CNT & AG","SIC-3448 Prefabricated Metal Buildings & Components","10:24 ET",Buy,1676963,-0.47%,24.37,23.81,20.19,3097554000
COHR,"Coherent Inc",NASDAQ,268.74,"Semi-Eqpt Wafer Companies",,"10:33 ET",Buy,197358,-2.98%,268.47,266.1,263.69,6636687000
COLI,"Colicity Inc Cl A",NASDAQ,9.79,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,37635,-2.87%,9.79,9.77,9.75,422576000
CONX,"Conx Corp Cl A",NASDAQ,9.87,Unclassified,"SIC-6770 Blank Checks","10:00 ET",Buy,243133,-1.40%,9.88,9.85,9.83,925609000
COOL,"Corner Growth Acquisition Corp Cl A",NASDAQ,9.86,Unclassified,"SIC-6770 Blank Checks","09:52 ET",Buy,161165,-0.10%,9.84,9.81,9.79,492505000
CPAR,"Catalyst Partners Acquisition Corp Cl A",NASDAQ,9.8,Unclassified,"SIC-6770 Blank Checks","09:52 ET",Buy,225535,-2.00%,9.78,9.74,9.73,436278000
CPB,"Campbell Soup Company",NYSE,47.23,"Food - Misc & Diversified","SIC-2000 Food and Kindred Products","10:23 ET",Buy,1764040,-6.22%,46.26,44.83,44.41,14246464000
CPUH,"Compute Health Acquisition Corp Cl A",NYSE,9.81,Unclassified,"SIC-6770 Blank Checks","10:03 ET",Buy,194817,-1.90%,9.81,9.78,9.76,1057646000
CRK,"Comstock Resources",NYSE,17.27,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","10:23 ET",Buy,3785774,-8.68%,15.99,12.39,10.29,3966628000
CSL,"Carlisle Companies Inc",NYSE,260.18,"Conglomerates - Div Operations","SIC-3060 Fabricated Rubber Products, NEC","10:26 ET",Buy,370190,-5.57%,246.57,242,238.08,13504356000
CSTA,"Constellation Acquisition Corp I Cl A",NYSE,9.83,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,205655,-1.90%,9.84,9.79,9.78,389514000
CTIC,"Cti Biopharm Corp",NASDAQ,5.25,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations","10:26 ET",Buy,3330998,-7.35%,4.84,4.29,3.24,516217000
CTRA,"Coterra Energy Inc",NYSE,28.96,"Oil - US Exploration & Product",,"10:34 ET",Buy,8418911,-8.29%,28.72,26.65,23.9,23348088000
CVE,"Cenovus Energy Inc",NYSE,18.27,"Oil - C$ Integrated","SIC-1311 Crude Petroleum & Natural Gas","10:34 ET",Buy,11126063,-7.36%,17.49,16.51,15.12,36619300000
CVEO,"Civeo Corp",NYSE,26.35,"Hotels & Motels","SIC-7000 Hotels, Rooming Houses, Camps & Other Lodgin","10:12 ET",Buy,30500,-5.20%,25.3,24.07,22.3,368810000
CXW,"Corecivic Inc",NYSE,12.68,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:24 ET",Buy,1099267,-12.36%,12.39,10.61,10.35,1508629000
DCPH,"Deciphera Pharmaceuticals Inc",NASDAQ,10.75,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","10:34 ET",Buy,1334283,-9.26%,10.36,9.12,9.06,592546000
DHHC,"Diamondhead Holdings Corp Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,28830,-0.30%,9.8,9.77,9.76,423056000
DISA,"Disruptive Acquisition Corp I Cl A",NASDAQ,9.81,Unclassified,N/A,2022-04-27,Buy,38380,-9.00%,9.77,9.75,9.74,337170000
DK,"Delek US Holdings",NYSE,24.43,"Oil - Refining and Marketing","SIC-2911 Petroleum Refining","10:25 ET",Buy,1161557,-6.58%,23.35,20.94,18.79,2137368000
DKL,"Delek Logistics Partners LP",NYSE,50.33,"Oil Gas Prod Pipeline MLP","SIC-4610 Pipe Lines (No Natural Gas)","10:25 ET",Buy,91051,-8.56%,49.55,44.87,44.08,2173116000
DNOW,"Now Inc",NYSE,10.94,"Oil Field Machinery & Equip","SIC-3533 Oil & Gas Field Machinery & Equipment","10:24 ET",Buy,648861,-9.01%,10.82,10.54,9.72,1219176000
DOW,"Dow Inc",NYSE,66.88,"Chemical - Diversified",,"10:34 ET",Buy,5157333,-7.17%,65.47,62.86,60.47,48418780000
DRAY,"Macondray Capital Acquisition Corp I",NASDAQ,9.93,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,79610,-2.46%,9.91,9.87,9.85,319627000
DRH,"Diamondrock Hospitality Company",NYSE,10.74,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:34 ET",Buy,2106800,-4.04%,10.08,9.89,9.67,2256421000
ECOL,"US Ecology Inc",NASDAQ,47.99,"Waste Removal Svcs","SIC-4953 Refuse Systems",2022-04-29,Buy,999025,-0.21%,47.95,47.66,40.2,1503910000
ENPC,"Executive Network Partnering Corp Cl A",NYSE,9.9,Unclassified,"SIC-6770 Blank Checks","09:52 ET",Buy,80010,-3.23%,9.88,9.86,9.84,415938000
EPWR,"Empowerment & Inclusion Capital I Corp Cl A",NYSE,9.82,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,53875,-1.31%,9.82,9.79,9.77,338790000
EQD,"Equity Distribution Acquisition Corp Cl A",NYSE,9.91,Unclassified,"SIC-6770 Blank Checks","09:52 ET",Buy,67253,-1.03%,9.9,9.88,9.85,512325000
ET,"Energy Transfer LP",NYSE,11.12,"Oil Gas Prod Pipeline MLP","SIC-4922 Natural Gas Transmission","10:25 ET",Buy,19101154,-8.53%,11.34,10.71,9.94,35249324000
ETAC,"E.Merge Technology Acquisition Corp Cl A",NASDAQ,9.94,Unclassified,"SIC-6770 Blank Checks","09:57 ET",Buy,83275,-0.10%,9.92,9.9,9.88,607716000
EURN,"Euronav NV",NYSE,11.72,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight","10:26 ET",Buy,2905054,-12.01%,12.11,11.32,10.18,2385875000
EVA,"Enviva Partners LP",NYSE,85.79,"Building Products - Wood","SIC-2400 Lumber & Wood Products (No Furniture)","10:25 ET",Buy,275480,-6.27%,84.49,78.76,75.08,5613585000
FCFS,"Firstcash Holdings Inc",NASDAQ,77.65,"Financial Transaction Services",,"10:17 ET",Buy,244725,-19.44%,73.33,70.66,70.65,3868372000
FDUS,"Fidus Investment Cor",NASDAQ,20.04,"Finance - SBIC & Commercial","SIC-6282 Investment Advice","10:23 ET",Buy,87087,-5.34%,20.1,19.74,18.79,487578000
FINM,"Marlin Technology Corp Cl A",NASDAQ,9.84,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,144755,-0.51%,9.84,9.8,9.78,509220000
FLT,"Fleetcor Technologies",NYSE,249.02,"Financial Transaction Services","SIC-7389 Services-Business Services, NEC","10:34 ET",Buy,482329,-16.38%,253.79,243.46,237.66,19434364000
FMAO,"Farmers & Merch Banc",NASDAQ,38.64,"Banks - Northeast","SIC-6035 Savings Institution, Federally Chartered","10:32 ET",Buy,38192,-6.22%,36.76,35.49,33.65,499774000
FPI,"Farmland Partners Inc",NYSE,14.75,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:18 ET",Buy,687358,-10.45%,14.63,13.6,12.6,682978000
FSNB,"Fusion Acquisition Corp II Cl A",NYSE,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,174830,-0.20%,9.79,9.76,9.74,612500000
FTEV,"Fintech Evolution Acquisition Group Cl A",NYSE,9.81,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,66831,-4.66%,9.81,9.77,9.75,335777000
FVIV,"Fortress Value Acquisition Corp IV Cl A",NYSE,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,139205,-4.25%,9.79,9.76,9.75,795844000
GFX,"Golden Falcon Acquisition Corp Cl A",NYSE,9.88,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,82730,0.00%,9.83,9.81,9.79,424350000
GIS,"General Mills",NYSE,70.61,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","10:23 ET",Buy,3469103,-4.00%,70.97,67.82,67.74,42594456000
GOAC,"Go Acquisition Corp Cl A",NYSE,9.94,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,69205,-0.30%,9.93,9.91,9.88,570975000
GPK,"Graphic Packaging Holding Company",NYSE,22.08,"Containers - Paper Products",,"10:34 ET",Buy,2683501,-1.60%,21.18,20.39,19.81,6721093000
GPOR,"Gulfport Energy Corp",NYSE,94.95,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","10:04 ET",Buy,192451,-3.78%,90.81,82.24,76.04,2018408000
GSAQ,"Global Synergy Acquisition Corp",NASDAQ,9.94,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,59870,-0.30%,9.95,9.92,9.88,321360000
GXII,"Gx Acquisition Corp II Cl A",NASDAQ,9.79,Unclassified,"SIC-6770 Blank Checks",2022-04-28,Buy,27420,-2.68%,9.77,9.74,9.73,367125000
H,"Hyatt Hotels Corp",NYSE,94.35,"Hotels & Motels","SIC-7011 Hotels & Motels","10:34 ET",Buy,881213,-12.24%,94.33,93.82,93.07,10444459000
HAAC,"Health Assurance Acquisition Corp Cl A",NASDAQ,9.865,Unclassified,"SIC-6770 Blank Checks","10:12 ET",Buy,339242,-4.50%,9.86,9.84,9.81,545998000
HCIC,"Hennessy Capital Investment Corp V Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,59430,-5.94%,9.83,9.8,9.79,423438000
HERA,"Ftac Hera Acquisition Corp Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks","09:52 ET",Buy,160695,-2.00%,9.8,9.77,9.76,1067671000
HHC,"Howard Hughes Corp",NYSE,99.44,"Real Estate Developers","SIC-6798 Real Estate Investment Trusts","10:23 ET",Buy,266539,-11.70%,100.71,98.33,97.38,5262818000
HHLA,"HH&L Acquisition Co. Cl A",NYSE,9.83,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,74980,-1.21%,9.81,9.78,9.76,508703000
HIGA,"H.I.G. Acquisition Corp Cl A",NYSE,9.9,Unclassified,N/A,"09:52 ET",Buy,160823,-0.45%,9.88,9.85,9.83,449471000
HII,"Huntington Ingalls Industries",NYSE,216.26,"Aerospace - Defense","SIC-3730 Ship & Boat Building & Repairing","10:25 ET",Buy,382960,-6.38%,214.51,207.07,197.38,8523854000
HIII,"Hudson Executive Investment Corp III Cl A",NASDAQ,9.81,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,122155,-2.48%,9.8,9.77,9.75,736500000
HLMN,"Hillman Solutions Corp",NASDAQ,11.47,"Building & Construction - Misc","SIC-3420 Cutlery, Handtools & General Hardware","10:26 ET",Buy,1488141,-15.45%,11.52,10.85,10.26,2256674000
HLT,"Hilton Inc",NYSE,157.55,"Hotels & Motels",,"10:34 ET",Buy,1943017,-6.35%,153.51,149.31,148.76,43360380000
HPX,"Hpx Corp Cl A",NYSE,9.95,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,90930,-0.30%,9.94,9.91,9.89,314672000
HST,"Host Marriott Financial Trust",NASDAQ,20.36,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:34 ET",Buy,7931372,-5.15%,19.69,18.95,18.16,14532954000
HSY,"Hershey Foods Corp",NYSE,224.18,"Food - Confectionery",,"10:25 ET",Buy,1020060,-3.14%,224.2,214.53,205.04,46337488000
HURN,"Huron Consulting",NASDAQ,52.2,Consulting,"SIC-8742 Services-Management Consulting Services","10:20 ET",Buy,112349,-12.34%,52.12,48.56,47.76,1104519000
HYAC,"Haymaker Acquisition Corp III Cl A",NASDAQ,9.92,"Medical Products","SIC-2833 Medicinal Chemicals & Botanical Products",2022-05-02,Buy,40397,-1.78%,9.9,9.86,9.84,393626000
HZON,"Horizon Acquisition Corp II Cl A",NYSE,9.9,Unclassified,N/A,2022-05-02,Buy,99726,-3.04%,9.91,9.87,9.85,649687000
INSW,"International Seaways Inc",NYSE,21.18,"Transportation - Ship","SIC-4400 Water Transportation","10:33 ET",Buy,1117422,-8.92%,20.52,18.7,16.9,1048935000
IVT,"Inventrust Pptys Corp",NYSE,30.35,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","10:24 ET",Buy,405920,-5.85%,30.51,29,27.89,2039850000
JCIC,"Jack Creek Investment Corp Cl A",NASDAQ,9.83,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,107340,-0.51%,9.83,9.79,9.77,423870000
JNJ,"Johnson & Johnson",NYSE,180.94,"Large Cap Pharma",,"10:23 ET",Buy,7882299,-3.19%,181.37,175.22,172.28,474477728000
K,"Kellogg Company",NYSE,68.71,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","10:26 ET",Buy,1883975,-2.02%,68.06,65.1,64.77,23300688000
KAHC,"KKR Acquisition Holdings I Corp Cl A",NYSE,9.8,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,268195,-2.29%,9.8,9.77,9.76,1690500000
KHC,"Kraft Heinz Company",NASDAQ,42.47,"Food - Misc & Diversified","SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food","10:26 ET",Buy,6393645,-5.31%,41.99,40.08,37.97,52217236000
KIII,"Kismet Acquisition Three Corp Cl A",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,34605,-0.30%,9.8,9.76,9.74,357743000
KIM,"Kimco Realty Corp",NYSE,25.15,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts","10:34 ET",Buy,3700429,-5.51%,25.09,24.41,24.21,15651786000
KINZ,"Kins Technology Group Inc Cl A",NASDAQ,10.07,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,75840,-0.20%,10.06,10.04,10.01,347418000
KLAQ,"Kl Acquisition Corp Cl A",NASDAQ,9.83,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,29450,-0.71%,9.82,9.79,9.78,353192000
KO,"Coca-Cola Company",NYSE,64.13,"Beverages - Soft",,"10:34 ET",Buy,15477369,-4.32%,64.6,62.43,61.08,280084032000
KRNL,"Kernel Group Holdings Inc Cl A",NASDAQ,9.83,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,44556,-1.21%,9.83,9.79,9.76,374326000
KRP,"Kimbell Royalty Partners",NYSE,16.85,"Oil - US Royalty Trusts","SIC-1311 Crude Petroleum & Natural Gas","10:25 ET",Buy,349545,-5.47%,16.84,16.47,15.47,1090130000
KVSA,"Khosla Ventures Acquisition Co. Cl A",NASDAQ,9.78,"Medical Products","SIC-2834 Pharmaceutical Preparations","09:42 ET",Buy,66489,-6.39%,9.79,9.77,9.75,347092000
LGAC,"Lazard Growth Acquisition Corp I",NASDAQ,9.82,Unclassified,"SIC-6770 Blank Checks",2022-05-02,Buy,101987,-0.95%,9.82,9.79,9.77,705813000
LHC,"Leo Holdings Corp II Cl A",NYSE,9.85,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,196210,-1.50%,9.83,9.8,9.78,461719000
LNTH,"Lantheus Holdings",NASDAQ,66.56,"Medical Products","SIC-2835 In Vitro & In Vivo Diagnostic Substances","10:34 ET",Buy,1150362,-6.36%,59.92,53.91,40.63,4523517000
LRN,"Stride Inc",NYSE,39.26,Schools,"SIC-8200 Services-Educational Services","10:23 ET",Buy,695371,-4.93%,36.46,34.98,33.78,1680193000
LSEA,"Landsee Homes Corp",NASDAQ,8.27,"Building - Residential & Comm","SIC-1531 Operative Builders","10:23 ET",Buy,119011,-14.96%,8.37,7.94,7.64,387220000
LUXA,"Lux Health Tech Acquisition Corp Cl A",NASDAQ,9.87,Unclassified,"SIC-6770 Blank Checks",2022-04-29,Buy,79520,-4.45%,9.87,9.85,9.84,425644000
