Symbol,Name,Exchange,Last,Industry,"SIC Description",Time
OKE,"Oneok Inc",NYSE,63.32,"Oil Gas Prod Pipeline MLP","SIC-4923 Natural Gas Transmission & Distribution","12:32 ET"
CBU,"Community Bank System",NYSE,63.26,"Banks - Northeast","SIC-6021 National Commercial Banks","12:31 ET"
HQY,Healthequity,NASDAQ,63.25,"Medical Services","SIC-7389 Services-Business Services, NEC","12:32 ET"
SF,"Stifel Financial Corp",NYSE,63.2,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan","12:32 ET"
MMSI,"Merit Medical Sys",NASDAQ,63.07,"Medical - Dental Suppliers","SIC-3841 Surgical & Medical Instruments & Apparatus","12:32 ET"
BNS,"Bank of Nova Scotia",NYSE,62.98,"Banks - Foreign","SIC-6022 State Commercial Banks","12:32 ET"
GGG,"Graco Inc",NYSE,62.74,"Machinery - General Industrial","SIC-3561 Pumps & Pumping Equipment","12:32 ET"
ESE,"Esco Technologies Inc",NYSE,62.71,"Machinery - Electrical","SIC-3669 Communications Equipment, NEC","12:20 ET"
MOS,"Mosaic Company",NYSE,62.62,Fertilizers,"SIC-2870 Agricultural Chemicals","12:33 ET"
DEN,"Denbury Inc",NYSE,62.59,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","12:31 ET"
NVRO,"Nevro Corp",NYSE,62.44,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus","12:29 ET"
JD,"Jd.com Inc ADR",NASDAQ,62.39,"Internet Commerce","SIC-5990 Retail-Retail Stores, NEC","12:32 ET"
KRYS,"Krystal Biotech Inc",NASDAQ,62.29,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc","12:31 ET"
DSGX,"Descartes Sys Group",NASDAQ,62.28,"Computer - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
CTO,"Cto Realty Growth Inc",NYSE,62.28,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:13 ET"
ALRM,Alarm.com,NASDAQ,62.13,"Protection - Safety","SIC-7372 Services-Prepackaged Software","12:32 ET"
FWONK,"Liberty Media F1 Series K",NASDAQ,62.09,"Media Conglomerates","SIC-4833 Television Broadcasting Stations","12:32 ET"
KFY,"Korn/Ferry International",NYSE,61.99,Staffing,"SIC-7361 Services-Employment Agencies","12:31 ET"
WPP,"Wpp Plc ADR",NYSE,61.83,"Advertising Marketing Services","SIC-7311 Services-Advertising Agencies","12:15 ET"
SCCO,"Southern Copper Corp",NYSE,61.8,"Mining - Non Ferrous","SIC-1000 Metal Mining","12:32 ET"
BLDR,"Builders Firstsource",NYSE,61.75,"Building Prds Retail - Wsale","SIC-5211 Retail-Lumber & Other Building Materials Dea","12:32 ET"
GH,"Guardant Health Inc",NASDAQ,61.7,"Medical - Biomedical","SIC-8071 Services-Medical Laboratories","12:32 ET"
VICR,"Vicor Cp",NASDAQ,61.69,"Electronics - Misc Components","SIC-3679 Electronic Components, NEC","12:30 ET"
TRTN,"Triton International Ltd",NYSE,61.68,"Transportation - Equip & Lease","SIC-7359 Services-Equipment Rental & Leasing, NEC","12:32 ET"
TJX,"TJX Companies",NYSE,61.59,"Retail - Discount","SIC-5651 Retail-Family Clothing Stores","12:33 ET"
L,"Loews Corp",NYSE,61.55,"Insurance - Multi Line","SIC-6331 Fire, Marine & Casualty Insurance","12:33 ET"
EGLE,"Eagle Bulk Ship",NASDAQ,61.54,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight","12:24 ET"
SBR,"Sabine Royalty Trust",NYSE,61.445,"Oil - US Royalty Trusts","SIC-6792 Oil Royalty Traders","12:13 ET"
CVLT,"Commvault Systems",NASDAQ,61.33,"Computer - Software","SIC-7372 Services-Prepackaged Software","12:31 ET"
REGI,"Renewable Energy",NASDAQ,61.09,Biofuels,"SIC-2860 Industrial Organic Chemicals","12:32 ET"
IIVI,"I I V I Inc",NASDAQ,61.05,"Machinery - Electrical","SIC-3827 Optical Instruments & Lenses","12:30 ET"
BF.A,"Brown Forman Inc Cl A",NYSE,61.01,"Beverages - Alcohol","SIC-5181 Beer and Ale","12:03 ET"
JOBS,"51Job Inc ADR",NASDAQ,60.98,"Publishing - Periodicals","SIC-7361 Services-Employment Agencies","12:32 ET"
JCI,"Johnson Controls Intl",NYSE,60.89,"Protection - Safety","SIC-3585 Air-Cond & Warm Air Heatg Equip & Comm & Ind","12:33 ET"
CNQ,"Canadian Natural Resources",NYSE,60.88,"Oil - C$ Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","12:33 ET"
SON,"Sonoco Products Company",NYSE,60.88,"Containers - Paper Products","SIC-2650 Paperboard Containers & Boxes","12:31 ET"
IART,"Integra Lifesciences",NASDAQ,60.87,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus","12:32 ET"
CSGS,"C S G Sys Intl",NASDAQ,60.81,"Computer - Services","SIC-7374 Services-Computer Processing & Data Preparat","12:30 ET"
TTD,"Trade Desk Inc",NASDAQ,60.81,"Internet - Services","SIC-7370 Services-Computer Programming, Data Processi","12:32 ET"
LNC,"Lincoln National Corp",NYSE,60.66,"Insurance - Life","SIC-6311 Life Insurance","12:33 ET"
BRO,"Brown & Brown",NYSE,60.49,"Insurance - Brokers","SIC-6411 Insurance Agents, Brokers & Service","12:33 ET"
SMTC,"Semtech Corp",NASDAQ,60.4,"Semi Analog & Mixed","SIC-3674 Semiconductors & Related Devices","12:30 ET"
BIP,"Brookfield Infrastructure Partners LP",NYSE,60.4,"Utility - Electric Power","SIC-4400 Water Transportation","12:31 ET"
BYD,"Boyd Gaming Corp",NYSE,60.38,Gaming,"SIC-7011 Hotels & Motels","12:33 ET"
IBKR,"Interactive Brokers",NASDAQ,60.21,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan","12:32 ET"
NGVT,"Ingevity Corp",NYSE,60.17,"Chemical - Specialty","SIC-2800 Chemicals & Allied Products","12:30 ET"
BECN,"Beacon Roofing Suppl",NASDAQ,60.13,"Building Prds Retail - Wsale","SIC-5030 Wholesale-Lumber & Other Construction Materi","12:28 ET"
GEF,"Greif Bros. Corp",NYSE,59.98,"Containers - Paper Products","SIC-3412 Metal Shipping Barrels, Drums, Kegs & Pails","12:30 ET"
MGA,"Magna International",NYSE,59.91,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories","12:33 ET"
PLPC,"Preformed Line Prd",NASDAQ,59.9,"Electronics Products - Misc","SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co","11:54 ET"
GILD,"Gilead Sciences Inc",NASDAQ,59.84,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc","12:33 ET"
STAA,"Staar Surgical Company",NASDAQ,59.84,"Medical - Dental Suppliers","SIC-3851 Ophthalmic Goods","12:32 ET"
GXO,"Gxo Logistics Inc",NYSE,59.68,"Transportation - Air Freight","SIC-4700 Transportation Services","12:32 ET"
GLPG,"Galapagos NV ADR",NASDAQ,59.48,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
WWE,"World Wrestling Entertainment",NYSE,59.45,"Movie & TV Production & Dist","SIC-7812 Services-Motion Picture & Video Tape Product","12:30 ET"
OLN,"Olin Corp",NYSE,59.39,"Chemical - Diversified","SIC-2800 Chemicals & Allied Products","12:33 ET"
AOS,"Smith A.O. Corp",NYSE,59.39,"Machinery - Electrical","SIC-3630 Household Appliances","12:32 ET"
SHAK,"Shake Shack Inc",NYSE,59.23,"Retail - Restaurants","SIC-5810 Retail-Eating & Drinking Places","12:32 ET"
CVNA,"Carvana Co. Cl A",NYSE,59.18,"Internet Commerce","SIC-5500 Retail-Auto Dealers & Gasoline Stations","12:32 ET"
WABC,"Westamerica Bancorp",NASDAQ,59.18,"Banks - West","SIC-6021 National Commercial Banks","12:32 ET"
CCOI,"Cogent Comm Hlds",NASDAQ,59.12,"Wireless National","SIC-4899 Communications Services, NEC","12:31 ET"
SJW,"SJW Corp",NYSE,59.12,"Utility - Water Supply","SIC-4941 Water Supply","12:27 ET"
GSHD,"Goosehead Insurance Inc Cl A",NASDAQ,59.11,"Insurance - Multi Line","SIC-6411 Insurance Agents, Brokers & Service","12:31 ET"
CMP,"Compass Minerals Intl Inc",NYSE,59.09,"Chemical - Diversified","SIC-1400 Mining & Quarrying of Nonmetallic Minerals (","12:30 ET"
TREX,"Trex Company",NYSE,59.08,"Building Products - Wood","SIC-2400 Lumber & Wood Products (No Furniture)","12:32 ET"
"Downloaded from Barchart.com as of 05-02-2022 11:33am CDT"
